"","date","search","search_adj"
"3039",2015-08-19,17,19.7561901147899
"3040",2015-08-13,18,20.9183189450716
"3041",2015-08-16,34,39.5123802295797
"3042",2015-08-17,18,20.9183189450716
"3043",2015-08-15,100,116.212883028176
"3044",2015-08-18,48,55.7821838535243
"3045",2016-08-14,38,31.6191191191191
"3046",2016-08-15,38,31.6191191191191
"3047",2016-08-16,25,20.8020520520521
"3048",2016-08-18,67,55.7494994994995
"3049",2016-08-17,50,41.6041041041041
"3050",2016-08-13,28,23.2982982982983
"3051",2016-08-12,50,41.6041041041041
"3052",2017-08-17,93,75.7428905336969
"3053",2017-08-16,57,46.4230619400078
"3054",2017-08-18,47,38.2786651084275
"3055",2017-08-15,88,71.6706921179068
"3056",2017-08-13,30,24.4331904947409
"3057",2017-08-19,49,39.9075444747435
"3058",2017-08-14,89,72.4851318010648
"3059",2018-08-16,38,55.6915957052943
"3060",2018-08-18,20,29.3113661606812
"3061",2018-08-19,39,57.1571640133284
"3062",2018-08-13,37,54.2260273972603
"3063",2018-08-17,75,109.917623102555
"3064",2018-08-15,38,55.6915957052943
"3065",2018-08-14,45,65.9505738615328
"3066",2019-08-15,73,72.5451713395639
"3067",2019-08-17,51,50.6822429906542
"3068",2019-08-19,40,39.7507788161994
"3069",2019-08-18,30,29.8130841121495
"3070",2019-08-14,39,38.7570093457944
"3071",2019-08-13,44,43.7258566978193
"3072",2019-08-16,44,43.7258566978193
"3073",2004-08-21,100,102.75462123958
"3074",2004-08-22,0,0
"3075",2004-08-24,0,0
"3076",2004-08-23,39,40.074302283436
"3077",2004-08-25,39,40.074302283436
"3078",2004-08-20,0,0
"3079",2004-08-19,0,0
"3080",2005-08-25,0,0
"3081",2005-08-26,0,0
"3082",2005-08-22,0,0
"3083",2005-08-21,0,0
"3084",2005-08-23,0,0
"3085",2005-08-24,100,210.579881656805
"3086",2005-08-20,0,0
"3087",2006-08-23,0,0
"3088",2006-08-24,38,63.1012536162006
"3089",2006-08-22,36,59.7801350048216
"3090",2006-08-26,0,0
"3091",2006-08-21,37,61.4406943105111
"3092",2006-08-20,59,97.9729990356798
"3093",2006-08-25,0,0
"3094",2007-08-20,36,64.4823529411765
"3095",2007-08-25,36,64.4823529411765
"3096",2007-08-21,24,42.9882352941177
"3097",2007-08-26,0,0
"3098",2007-08-24,26,46.5705882352941
"3099",2007-08-22,24,42.9882352941177
"3100",2007-08-23,24,42.9882352941177
"3101",2008-08-20,0,0
"3102",2008-08-24,42,66.5523391411716
"3103",2008-08-19,55,87.1518726848676
"3104",2008-08-23,41,64.9677596378104
"3105",2008-08-22,29,45.9528055974756
"3106",2008-08-21,28,44.3682260941144
"3107",2008-08-25,27,42.7836465907532
"3108",2009-08-22,47,40.7390510948905
"3109",2009-08-21,44,38.1386861313869
"3110",2009-08-23,46,39.8722627737226
"3111",2009-08-24,0,0
"3112",2009-08-20,31,26.8704379562044
"3113",2009-08-25,45,39.0054744525547
"3114",2009-08-26,61,52.8740875912409
"3115",2010-08-23,28,26.7498942022852
"3116",2010-08-25,44,42.0355480321625
"3117",2010-08-21,53,50.6337283114685
"3118",2010-08-26,32,30.5713076597546
"3119",2010-08-24,28,26.7498942022852
"3120",2010-08-22,52,49.6783749471011
"3121",2010-08-20,41,39.1694879390605
"3122",2011-08-24,38,34.3554173642669
"3123",2011-08-21,72,65.0944750059794
"3124",2011-08-20,60,54.2453958383162
"3125",2011-08-22,19,17.1777086821335
"3126",2011-08-23,82,74.1353743123655
"3127",2011-08-25,28,25.3145180578809
"3128",2011-08-26,71,64.1903850753408
"3129",2012-08-23,47,44.6694027328473
"3130",2012-08-24,52,49.421466853363
"3131",2012-08-21,33,31.3636231954034
"3132",2012-08-22,39,37.0661001400222
"3133",2012-08-19,50,47.5206412051567
"3134",2012-08-20,33,31.3636231954034
"3135",2012-08-25,24,22.8099077784752
"3136",2013-08-26,34,25.8641588296761
"3137",2013-08-21,36,27.3855799373041
"3138",2013-08-20,64,48.6854754440961
"3139",2013-08-24,44,33.4712643678161
"3140",2013-08-22,72,54.7711598746081
"3141",2013-08-25,43,32.7105538140021
"3142",2013-08-23,37,28.1462904911181
"3143",2014-08-21,35,32.052490335772
"3144",2014-08-25,39,35.7156320884317
"3145",2014-08-22,23,21.063065077793
"3146",2014-08-26,39,35.7156320884317
"3147",2014-08-24,28,25.6419922686176
"3148",2014-08-23,74,67.7681224242037
"3149",2014-08-20,39,35.7156320884317
"3150",2015-08-21,22,19.11754273959
"3151",2015-08-25,26,22.5934596013336
"3152",2015-08-24,30,26.0693764630773
"3153",2015-08-26,34,29.5452933248209
"3154",2015-08-20,26,22.5934596013336
"3155",2015-08-23,50,43.4489607717954
"3156",2015-08-22,34,29.5452933248209
"3157",2016-08-24,32,20.798353909465
"3158",2016-08-19,57,37.0470679012346
"3159",2016-08-25,30,19.4984567901235
"3160",2016-08-21,26,16.8986625514403
"3161",2016-08-22,65,42.2466563786008
"3162",2016-08-23,49,31.8474794238683
"3163",2016-08-20,29,18.8485082304527
"3164",2017-08-22,54,51.0588235294118
"3165",2017-08-26,35,33.0936819172113
"3166",2017-08-25,83,78.479302832244
"3167",2017-08-21,82,77.5337690631808
"3168",2017-08-23,66,62.4052287581699
"3169",2017-08-20,18,17.0196078431373
"3170",2017-08-24,40,37.8213507625272
"3171",2018-08-21,45,57.189647274393
"3172",2018-08-20,46,58.4605283249351
"3173",2018-08-22,53,67.3566956787296
"3174",2018-08-24,47,59.7314093754772
"3175",2018-08-23,100,127.088105054207
"3176",2018-08-25,29,36.85555046572
"3177",2018-08-26,34,43.2099557184303
"3178",2019-08-20,25,27.2445820433437
"3179",2019-08-21,51,55.578947368421
"3180",2019-08-24,43,46.8606811145511
"3181",2019-08-26,39,42.5015479876161
"3182",2019-08-25,59,64.297213622291
"3183",2019-08-22,44,47.9504643962848
"3184",2019-08-23,62,67.5665634674923
"3185",2004-08-31,0,0
"3186",2004-09-01,39,87.2841976316864
"3187",2004-08-28,0,0
"3188",2004-08-27,0,0
"3189",2004-08-30,0,0
"3190",2004-08-29,0,0
"3191",2004-08-26,40,89.5222539812168
"3192",2005-08-31,0,0
"3193",2005-09-02,27,80.6576500422654
"3194",2005-08-27,0,0
"3195",2005-08-30,23,68.7083685545224
"3196",2005-08-29,23,68.7083685545224
"3197",2005-09-01,25,74.6830092983939
"3198",2005-08-28,0,0
"3199",2006-08-30,36,34.236029345168
"3200",2006-08-31,36,34.236029345168
"3201",2006-09-02,0,0
"3202",2006-08-29,35,33.2850285300245
"3203",2006-08-28,35,33.2850285300245
"3204",2006-08-27,0,0
"3205",2006-09-01,39,37.0890317905987
"3206",2007-08-30,0,0
"3207",2007-09-01,38,45.662623025864
"3208",2007-08-28,23,27.6379034103914
"3209",2007-08-29,47,56.4774547951476
"3210",2007-08-27,47,56.4774547951476
"3211",2007-08-31,26,31.2428473334859
"3212",2007-09-02,40,48.0659189745937
"3213",2008-08-30,54,107.931472081218
"3214",2008-08-31,0,0
"3215",2008-08-29,30,59.9619289340102
"3216",2008-08-26,27,53.9657360406091
"3217",2008-09-01,38,75.9517766497462
"3218",2008-08-28,28,55.9644670050761
"3219",2008-08-27,27,53.9657360406091
"3220",2009-08-27,91,61.9430693069307
"3221",2009-08-30,46,31.3118811881188
"3222",2009-08-31,45,30.6311881188119
"3223",2009-08-29,88,59.9009900990099
"3224",2009-09-02,30,20.4207920792079
"3225",2009-09-01,39,26.5470297029703
"3226",2009-08-28,65,44.2450495049505
"3227",2010-08-27,40,47.8781512605042
"3228",2010-09-02,56,67.0294117647059
"3229",2010-08-29,39,46.6811974789916
"3230",2010-08-30,18,21.5451680672269
"3231",2010-08-28,39,46.6811974789916
"3232",2010-09-01,46,55.0598739495798
"3233",2010-08-31,42,50.2720588235294
"3234",2011-08-29,28,32.8151160009567
"3235",2011-08-27,35,41.0188950011959
"3236",2011-08-31,56,65.6302320019134
"3237",2011-08-30,24,28.1272422865343
"3238",2011-08-28,23,26.9552738579287
"3239",2011-09-02,46,53.9105477158575
"3240",2011-09-01,47,55.0825161444631
"3241",2012-08-30,33,25.6846639286788
"3242",2012-08-27,58,45.1427426625263
"3243",2012-08-26,24,18.6797555844936
"3244",2012-08-29,39,30.3546028248022
"3245",2012-08-28,29,22.5713713312631
"3246",2012-08-31,61,47.477712110588
"3247",2012-09-01,24,18.6797555844936
"3248",2013-08-29,35,29.330874263897
"3249",2013-08-27,51,42.7392739273928
"3250",2013-09-02,40,33.5209991587394
"3251",2013-08-31,21,17.5985245583382
"3252",2013-09-01,33,27.65482430596
"3253",2013-08-30,60,50.2814987381091
"3254",2013-08-28,63,52.7955736750146
"3255",2014-09-01,33,47.0985866174317
"3256",2014-09-02,50,71.3614948748965
"3257",2014-08-31,19,27.1173680524607
"3258",2014-08-28,24,34.2535175399503
"3259",2014-08-30,37,52.8075062074234
"3260",2014-08-29,61,87.0610237473738
"3261",2014-08-27,54,77.0704144648882
"3262",2015-08-30,33,33.0549666868565
"3263",2015-08-28,27,27.0449727437916
"3264",2015-09-02,42,42.0699576014537
"3265",2015-08-29,49,49.0816172016959
"3266",2015-08-27,43,43.0716232586311
"3267",2015-09-01,37,37.0616293155663
"3268",2015-08-31,29,29.0483040581466
"3269",2016-08-28,36,37.2738853503185
"3270",2016-08-29,30,31.0615711252654
"3271",2016-08-26,42,43.4861995753716
"3272",2016-08-31,68,70.4062278839349
"3273",2016-08-27,18,18.6369426751592
"3274",2016-08-30,30,31.0615711252654
"3275",2016-09-01,90,93.1847133757962
"3276",2017-08-28,46,45.4124842597589
"3277",2017-09-02,75,74.0420939017809
"3278",2017-08-31,30,29.6168375607124
"3279",2017-08-30,65,64.1698147148768
"3280",2017-08-27,40,39.4891167476165
"3281",2017-09-01,36,35.5402050728548
"3282",2017-08-29,35,34.5529771541644
"3283",2018-08-31,74,69.6766304347826
"3284",2018-08-29,52,48.9619565217391
"3285",2018-09-02,44,41.429347826087
"3286",2018-08-28,69,64.96875
"3287",2018-08-30,48,45.195652173913
"3288",2018-09-01,28,26.3641304347826
"3289",2018-08-27,53,49.9035326086956
"3290",2019-08-28,57,70.8478154584648
"3291",2019-09-02,40,49.7177652340104
"3292",2019-08-30,17,21.1300502244544
"3293",2019-08-27,46,57.175430019112
"3294",2019-09-01,45,55.9324858882617
"3295",2019-08-31,40,49.7177652340104
"3296",2019-08-29,57,70.8478154584648
"3297",2004-09-06,0,0
"3298",2004-09-05,0,0
"3299",2004-09-07,0,0
"3300",2004-09-02,0,0
"3301",2004-09-04,0,0
"3302",2004-09-08,0,0
"3303",2004-09-03,43,406.444444444444
"3304",2005-09-04,42,78.7118181818182
"3305",2005-09-05,0,0
"3306",2005-09-09,0,0
"3307",2005-09-07,23,43.1040909090909
"3308",2005-09-08,23,43.1040909090909
"3309",2005-09-03,0,0
"3310",2005-09-06,0,0
"3311",2006-09-09,0,0
"3312",2006-09-07,0,0
"3313",2006-09-06,0,0
"3314",2006-09-04,0,0
"3315",2006-09-08,38,249.304812834225
"3316",2006-09-05,0,0
"3317",2006-09-03,0,0
"3318",2007-09-03,100,124.837872892348
"3319",2007-09-04,0,0
"3320",2007-09-06,23,28.7127107652399
"3321",2007-09-07,0,0
"3322",2007-09-05,23,28.7127107652399
"3323",2007-09-08,0,0
"3324",2007-09-09,34,42.4448767833982
"3325",2008-09-06,74,80.4746052069996
"3326",2008-09-05,41,44.5872812633376
"3327",2008-09-08,65,70.6871532223645
"3328",2008-09-03,35,38.0623132735809
"3329",2008-09-02,54,58.7247119078105
"3330",2008-09-04,35,38.0623132735809
"3331",2008-09-07,51,55.4622279129321
"3332",2009-09-03,0,0
"3333",2009-09-04,50,79.4558922558923
"3334",2009-09-09,58,92.168835016835
"3335",2009-09-06,0,0
"3336",2009-09-08,30,47.6735353535354
"3337",2009-09-07,41,65.1538316498316
"3338",2009-09-05,46,73.0994208754209
"3339",2010-09-07,27,41.0459833795014
"3340",2010-09-03,20,30.404432132964
"3341",2010-09-08,36,54.7279778393352
"3342",2010-09-05,27,41.0459833795014
"3343",2010-09-09,30,45.606648199446
"3344",2010-09-06,23,34.9650969529086
"3345",2010-09-04,27,41.0459833795014
"3346",2011-09-04,24,22.5435425566875
"3347",2011-09-09,50,46.9657136597656
"3348",2011-09-07,78,73.2665133092343
"3349",2011-09-06,100,93.9314273195312
"3350",2011-09-05,29,27.240113922664
"3351",2011-09-03,47,44.1477708401796
"3352",2011-09-08,30,28.1794281958593
"3353",2012-09-08,46,34.8941532258064
"3354",2012-09-07,46,34.8941532258064
"3355",2012-09-05,38,28.8256048387097
"3356",2012-09-06,45,34.1355846774194
"3357",2012-09-02,41,31.101310483871
"3358",2012-09-04,57,43.2384072580645
"3359",2012-09-03,37,28.0670362903226
"3360",2013-09-06,44,34.636678200692
"3361",2013-09-09,59,46.4446366782007
"3362",2013-09-04,43,33.8494809688581
"3363",2013-09-07,56,44.083044982699
"3364",2013-09-05,52,40.9342560553633
"3365",2013-09-08,41,32.2750865051903
"3366",2013-09-03,45,35.423875432526
"3367",2014-09-06,53,54.7867482755271
"3368",2014-09-05,59,60.9890216652094
"3369",2014-09-04,29,29.9776547167978
"3370",2014-09-09,32,33.078791411639
"3371",2014-09-07,35,36.1799281064801
"3372",2014-09-08,28,28.9439424851841
"3373",2014-09-03,46,47.550762654231
"3374",2015-09-04,40,40.0682982356289
"3375",2015-09-06,51,51.0870802504269
"3376",2015-09-09,45,45.0768355150825
"3377",2015-09-05,41,41.0700056915196
"3378",2015-09-08,31,31.0529311326124
"3379",2015-09-03,19,19.0324416619237
"3380",2015-09-07,24,24.0409789413774
"3381",2016-09-06,74,82.961937716263
"3382",2016-09-07,29,32.5121107266436
"3383",2016-09-02,21,23.5432525951557
"3384",2016-09-03,18,20.1799307958478
"3385",2016-09-05,25,28.0276816608997
"3386",2016-09-08,29,32.5121107266436
"3387",2016-09-04,42,47.0865051903114
"3388",2017-09-09,34,32.8800199137073
"3389",2017-09-07,58,56.0894457351477
"3390",2017-09-08,53,51.2541486890143
"3391",2017-09-04,55,53.1882675074676
"3392",2017-09-06,65,62.8588615997345
"3393",2017-09-05,62,59.9576833720544
"3394",2017-09-03,41,39.6494357782941
"3395",2018-09-04,71,85.3978328173375
"3396",2018-09-07,55,66.1532507739938
"3397",2018-09-09,47,56.530959752322
"3398",2018-09-05,39,46.9086687306501
"3399",2018-09-03,32,38.4891640866873
"3400",2018-09-08,37,44.5030959752322
"3401",2018-09-06,42,50.5170278637771
"3402",2019-09-06,40,35.6580099212139
"3403",2019-09-09,47,41.8981616574263
"3404",2019-09-07,52,46.3554128975781
"3405",2019-09-03,60,53.4870148818208
"3406",2019-09-04,51,45.4639626495477
"3407",2019-09-05,54,48.1383133936388
"3408",2019-09-08,18,16.0461044645463
"3409",2004-09-15,37,58.3220338983051
"3410",2004-09-11,0,0
"3411",2004-09-12,0,0
"3412",2004-09-13,0,0
"3413",2004-09-10,81,127.677966101695
"3414",2004-09-09,0,0
"3415",2004-09-14,0,0
"3416",2005-09-15,0,0
"3417",2005-09-16,24,98.0956097560976
"3418",2005-09-14,0,0
"3419",2005-09-10,0,0
"3420",2005-09-12,0,0
"3421",2005-09-13,22,89.9209756097561
"3422",2005-09-11,36,147.143414634146
"3423",2006-09-11,34,41.5815691158157
"3424",2006-09-13,35,42.8045564427514
"3425",2006-09-14,69,84.3861255585671
"3426",2006-09-10,0,0
"3427",2006-09-16,54,66.0413156545308
"3428",2006-09-15,0,0
"3429",2006-09-12,100,122.298732693576
"3430",2007-09-14,0,0
"3431",2007-09-10,0,0
"3432",2007-09-13,58,188.885129419726
"3433",2007-09-11,22,71.6460835729995
"3434",2007-09-12,23,74.9027237354086
"3435",2007-09-15,35,113.982405684317
"3436",2007-09-16,0,0
"3437",2008-09-12,36,53.7078845325291
"3438",2008-09-09,50,74.5942840729571
"3439",2008-09-10,35,52.2159988510699
"3440",2008-09-11,26,38.7890277179377
"3441",2008-09-14,0,0
"3442",2008-09-13,38,56.6916558954474
"3443",2008-09-15,26,38.7890277179377
"3444",2009-09-16,48,51.1701631701632
"3445",2009-09-13,44,46.9059829059829
"3446",2009-09-15,57,60.7645687645688
"3447",2009-09-12,0,0
"3448",2009-09-14,43,45.8399378399378
"3449",2009-09-11,31,33.0473970473971
"3450",2009-09-10,89,94.8780108780109
"3451",2010-09-15,18,26.9145057766367
"3452",2010-09-10,47,70.2767650834403
"3453",2010-09-14,30,44.8575096277279
"3454",2010-09-12,24,35.8860077021823
"3455",2010-09-13,30,44.8575096277279
"3456",2010-09-11,25,37.3812580231065
"3457",2010-09-16,31,46.3527599486521
"3458",2011-09-11,34,41.2249705535925
"3459",2011-09-12,36,43.6499688214508
"3460",2011-09-13,35,42.4374696875216
"3461",2011-09-14,24,29.0999792143006
"3462",2011-09-15,48,58.1999584286011
"3463",2011-09-16,38,46.0749670893092
"3464",2011-09-10,68,82.4499411071849
"3465",2012-09-10,47,35.4104809976247
"3466",2012-09-11,82,61.7799881235154
"3467",2012-09-09,47,35.4104809976247
"3468",2012-09-13,66,49.7253562945368
"3469",2012-09-14,65,48.9719418052256
"3470",2012-09-12,66,49.7253562945368
"3471",2012-09-15,48,36.1638954869359
"3472",2013-09-10,38,32.2619769557308
"3473",2013-09-11,56,47.5439660400243
"3474",2013-09-12,73,61.9769557307459
"3475",2013-09-13,40,33.9599757428745
"3476",2013-09-16,22,18.677986658581
"3477",2013-09-15,30,25.4699818071559
"3478",2013-09-14,32,27.1679805942996
"3479",2014-09-12,100,85.5425248842022
"3480",2014-09-14,36,30.7953089583128
"3481",2014-09-15,28,23.9519069675766
"3482",2014-09-10,33,28.2290332117867
"3483",2014-09-11,28,23.9519069675766
"3484",2014-09-16,35,29.9398837094708
"3485",2014-09-13,18,15.3976544791564
"3486",2015-09-16,24,34.4341372912801
"3487",2015-09-10,46,65.9987631416203
"3488",2015-09-15,25,35.8688930117502
"3489",2015-09-14,37,53.0859616573902
"3490",2015-09-12,16,22.9560915275201
"3491",2015-09-13,39,55.9554730983302
"3492",2015-09-11,44,63.1292517006803
"3493",2016-09-09,40,36.4455569461827
"3494",2016-09-13,53,48.2903629536921
"3495",2016-09-11,22,20.0450563204005
"3496",2016-09-10,35,31.8898623279099
"3497",2016-09-12,44,40.090112640801
"3498",2016-09-15,44,40.090112640801
"3499",2016-09-14,44,40.090112640801
"3500",2017-09-16,47,37.7701154007135
"3501",2017-09-12,43,34.5556374942698
"3502",2017-09-13,92,73.9329918482052
"3503",2017-09-14,73,58.6642217925976
"3504",2017-09-11,29,23.3049648217169
"3505",2017-09-15,74,59.4678412692085
"3506",2017-09-10,25,20.0904869152732
"3507",2018-09-12,70,54.5192307692308
"3508",2018-09-13,55,42.8365384615385
"3509",2018-09-16,32,24.9230769230769
"3510",2018-09-10,54,42.0576923076923
"3511",2018-09-14,60,46.7307692307692
"3512",2018-09-15,43,33.4903846153846
"3513",2018-09-11,50,38.9423076923077
"3514",2019-09-10,57,58.0887971089313
"3515",2019-09-15,39,39.744966442953
"3516",2019-09-16,43,43.8213732576149
"3517",2019-09-12,60,61.1461022199277
"3518",2019-09-14,41,41.7831698502839
"3519",2019-09-13,31,31.5921528136293
"3520",2019-09-11,54,55.031491997935
"3521",2004-09-17,0,0
"3522",2004-09-16,0,0
"3523",2004-09-21,0,0
"3524",2004-09-20,0,0
"3525",2004-09-22,0,0
"3526",2004-09-18,0,0
"3527",2004-09-19,62,275.555555555555
"3528",2005-09-20,22,92.3315555555556
"3529",2005-09-21,0,0
"3530",2005-09-22,22,92.3315555555556
"3531",2005-09-19,22,92.3315555555556
"3532",2005-09-23,24,100.725333333333
"3533",2005-09-18,0,0
"3534",2005-09-17,0,0
"3535",2006-09-22,37,69.8688647433496
"3536",2006-09-19,33,62.3154739602848
"3537",2006-09-20,0,0
"3538",2006-09-21,34,64.203821656051
"3539",2006-09-17,53,100.082427875609
"3540",2006-09-18,0,0
"3541",2006-09-23,0,0
"3542",2007-09-20,23,22.4318052853437
"3543",2007-09-22,68,66.3201199740597
"3544",2007-09-17,90,87.7766293774319
"3545",2007-09-19,68,66.3201199740597
"3546",2007-09-18,66,64.3695282101167
"3547",2007-09-23,33,32.1847641050584
"3548",2007-09-21,36,35.1106517509728
"3549",2008-09-22,26,20.1165679786369
"3550",2008-09-20,40,30.9485661209799
"3551",2008-09-21,79,61.1234180889353
"3552",2008-09-19,28,21.6639962846859
"3553",2008-09-16,26,20.1165679786369
"3554",2008-09-18,27,20.8902821316614
"3555",2008-09-17,35,27.0799953558574
"3556",2009-09-20,44,50.464367816092
"3557",2009-09-17,29,33.2606060606061
"3558",2009-09-23,38,43.5828631138976
"3559",2009-09-21,39,44.7297805642633
"3560",2009-09-19,66,75.6965517241379
"3561",2009-09-22,43,49.3174503657262
"3562",2009-09-18,31,35.5544409613375
"3563",2010-09-20,30,48.6139651918641
"3564",2010-09-19,25,40.5116376598868
"3565",2010-09-22,71,115.053050954078
"3566",2010-09-21,0,0
"3567",2010-09-18,64,103.70979240931
"3568",2010-09-23,35,56.7162927238415
"3569",2010-09-17,26,42.1321031662822
"3570",2011-09-21,30,37.5056999544004
"3571",2011-09-22,48,60.0091199270406
"3572",2011-09-17,46,57.5087399300806
"3573",2011-09-23,28,35.0053199574403
"3574",2011-09-20,54,67.5102599179207
"3575",2011-09-19,30,37.5056999544004
"3576",2011-09-18,22,27.5041799665603
"3577",2012-09-20,51,28.6057692307692
"3578",2012-09-17,29,16.2660256410256
"3579",2012-09-19,85,47.6762820512821
"3580",2012-09-18,46,25.8012820512821
"3581",2012-09-21,70,39.2628205128205
"3582",2012-09-16,0,0
"3583",2012-09-22,70,39.2628205128205
"3584",2013-09-22,52,48.4628419268942
"3585",2013-09-19,50,46.5988864681675
"3586",2013-09-23,26,24.2314209634471
"3587",2013-09-21,32,29.8232873396272
"3588",2013-09-18,56,52.1907528443476
"3589",2013-09-17,61,56.8506414911644
"3590",2013-09-20,47,43.8029532800775
"3591",2014-09-21,41,57.0590374590859
"3592",2014-09-19,30,41.7505152139653
"3593",2014-09-22,38,52.8839859376894
"3594",2014-09-23,37,51.4923020972239
"3595",2014-09-17,28,38.9671475330343
"3596",2014-09-18,28,38.9671475330343
"3597",2014-09-20,24,33.4004121711723
"3598",2015-09-20,40,61.7142857142857
"3599",2015-09-21,40,61.7142857142857
"3600",2015-09-22,20,30.8571428571429
"3601",2015-09-17,41,63.2571428571429
"3602",2015-09-18,13,20.0571428571429
"3603",2015-09-23,24,37.0285714285714
"3604",2015-09-19,22,33.9428571428571
"3605",2016-09-20,43,27.2129817444219
"3606",2016-09-18,39,24.6815415821501
"3607",2016-09-22,81,51.2616632860041
"3608",2016-09-21,48,30.3772819472617
"3609",2016-09-17,52,32.9087221095335
"3610",2016-09-16,86,54.4259634888438
"3611",2016-09-19,57,36.0730223123732
"3612",2017-09-18,91,61.2074947952811
"3613",2017-09-20,77,51.7909571344686
"3614",2017-09-19,57,38.3387604761651
"3615",2017-09-21,15,10.0891474937276
"3616",2017-09-22,85,57.17183579779
"3617",2017-09-23,41,27.5770031495222
"3618",2017-09-17,63,42.3744194736561
"3619",2018-09-18,35,44.5863970588235
"3620",2018-09-19,48,61.1470588235294
"3621",2018-09-22,22,28.0257352941176
"3622",2018-09-17,51,64.96875
"3623",2018-09-23,37,47.1341911764706
"3624",2018-09-20,39,49.6819852941176
"3625",2018-09-21,40,50.9558823529412
"3626",2019-09-23,23,24.7509267559906
"3627",2019-09-17,36,38.7405810093766
"3628",2019-09-21,44,47.3495990114603
"3629",2019-09-20,48,51.6541080125021
"3630",2019-09-22,31,33.3599447580743
"3631",2019-09-18,47,50.5779807622417
"3632",2019-09-19,48,51.6541080125021
"3633",2004-09-28,34,0
"3634",2004-09-29,0,0
"3635",2004-09-25,0,0
"3636",2004-09-24,0,0
"3637",2004-09-26,0,0
"3638",2004-09-23,36,0
"3639",2004-09-27,0,0
"3640",2005-09-30,0,0
"3641",2005-09-27,21,28.3347826086957
"3642",2005-09-28,22,29.6840579710145
"3643",2005-09-29,22,29.6840579710145
"3644",2005-09-25,36,48.5739130434783
"3645",2005-09-26,0,0
"3646",2005-09-24,37,49.9231884057971
"3647",2006-09-24,53,156.421089848411
"3648",2006-09-28,35,103.296946126309
"3649",2006-09-30,0,0
"3650",2006-09-25,0,0
"3651",2006-09-29,0,0
"3652",2006-09-27,0,0
"3653",2006-09-26,33,97.3942634905202
"3654",2007-09-27,0,0
"3655",2007-09-29,35,51.7048077557212
"3656",2007-09-26,89,131.477939721691
"3657",2007-09-24,66,97.5004946250742
"3658",2007-09-25,22,32.5001648750247
"3659",2007-09-30,34,50.2275275341291
"3660",2007-09-28,49,72.3867308580096
"3661",2008-09-28,0,0
"3662",2008-09-27,39,55.2086669806877
"3663",2008-09-24,26,36.8057779871251
"3664",2008-09-29,25,35.3901711414665
"3665",2008-09-23,51,72.1959491285916
"3666",2008-09-25,52,73.6115559742503
"3667",2008-09-26,0,0
"3668",2009-09-28,58,86.9343737807257
"3669",2009-09-29,28,41.9683183769021
"3670",2009-09-25,31,46.4649239172844
"3671",2009-09-27,0,0
"3672",2009-09-26,44,65.9502145922747
"3673",2009-09-30,43,64.4513460788139
"3674",2009-09-24,29,43.4671868903629
"3675",2010-09-29,18,21.5178505704821
"3676",2010-09-26,33,39.4493927125506
"3677",2010-09-28,46,54.9900625690099
"3678",2010-09-27,27,32.2767758557232
"3679",2010-09-30,18,21.5178505704821
"3680",2010-09-24,44,52.5991902834008
"3681",2010-09-25,100,119.543614280456
"3682",2011-09-30,44,54.2220603411643
"3683",2011-09-29,62,76.4038122989134
"3684",2011-09-24,45,55.4543798943726
"3685",2011-09-25,55,67.7775754264554
"3686",2011-09-28,35,43.1311843622898
"3687",2011-09-27,47,57.9190190007892
"3688",2011-09-26,35,43.1311843622898
"3689",2012-09-25,50,31.8567961165049
"3690",2012-09-28,46,29.3082524271845
"3691",2012-09-29,63,40.1395631067961
"3692",2012-09-24,56,35.6796116504854
"3693",2012-09-23,31,19.751213592233
"3694",2012-09-26,25,15.9283980582524
"3695",2012-09-27,38,24.2111650485437
"3696",2013-09-28,33,33.2433890987588
"3697",2013-09-25,17,17.1253822629969
"3698",2013-09-29,28,28.2065119625832
"3699",2013-09-30,62,62.4572764885771
"3700",2013-09-26,70,70.516279906458
"3701",2013-09-27,55,55.4056484979313
"3702",2013-09-24,62,62.4572764885771
"3703",2014-09-28,18,22.0931506849315
"3704",2014-09-25,19,23.3205479452055
"3705",2014-09-24,38,46.641095890411
"3706",2014-09-29,42,51.5506849315068
"3707",2014-09-26,30,36.8219178082192
"3708",2014-09-30,32,39.2767123287671
"3709",2014-09-27,46,56.4602739726027
"3710",2015-09-25,17,17.4247277386291
"3711",2015-09-26,65,66.6239590006406
"3712",2015-09-30,32,32.7994875080077
"3713",2015-09-24,46,47.149263292761
"3714",2015-09-29,18,18.4497117232543
"3715",2015-09-27,21,21.52466367713
"3716",2015-09-28,24,24.5996156310058
"3717",2016-09-27,43,31.0274509803922
"3718",2016-09-29,44,31.7490196078431
"3719",2016-09-23,45,32.4705882352941
"3720",2016-09-24,41,29.5843137254902
"3721",2016-09-28,59,42.5725490196078
"3722",2016-09-25,40,28.8627450980392
"3723",2016-09-26,43,31.0274509803922
"3724",2017-09-24,35,24.7076125779116
"3725",2017-09-26,48,33.8847258211359
"3726",2017-09-27,83,58.5923383990476
"3727",2017-09-25,58,40.9440437005393
"3728",2017-09-28,69,48.7092933678829
"3729",2017-09-30,48,33.8847258211359
"3730",2017-09-29,95,67.0635198543315
"3731",2018-09-27,60,53.5410764872521
"3732",2018-09-30,47,41.9405099150142
"3733",2018-09-25,43,38.371104815864
"3734",2018-09-24,66,58.8951841359773
"3735",2018-09-28,32,28.5552407932011
