sat,rank,satobs,mlhs,mcol,flhs,fcol,black,hisp,asian,female,rdsc,vocab,pict,lgsc,matsc,mosaic,nsib
710,18,1,0,1,0,1,0,0,0,0,51,57,60,59,48,52,0
950,82,1,0,1,0,1,0,0,0,1,57,72,55,56,57,56,3
1010,92,1,0,1,0,1,0,0,0,1,59,59,65,59,64,51,1
0,40,0,1,0,1,0,0,0,0,0,48,39,52,42,51,49,4
970,37,1,0,0,0,1,0,0,0,0,51,66,36,55,58,32,2
0,95,0,0,0,0,0,0,0,0,1,64,64,58,64,65,54,2
980,37,1,0,1,0,1,0,0,0,0,56,60,49,48,58,43,8
0,72,0,1,0,1,0,0,1,0,1,42,48,53,47,47,55,1
0,37,0,1,0,1,0,0,0,0,1,37,48,39,43,42,58,5
0,78,0,0,0,0,0,0,0,0,0,71,69,66,55,62,52,2
0,55,0,0,0,0,0,0,0,0,1,41,54,45,49,44,48,1
0,54,0,0,0,1,0,0,0,0,0,64,69,50,59,62,56,1
870,80,1,1,0,0,0,0,0,0,1,49,69,46,51,40,54,2
1180,91,1,0,1,0,1,0,0,0,0,59,61,40,59,67,55,5
840,68,1,0,1,0,1,1,0,0,1,59,54,44,49,60,49,0
0,55,0,0,0,0,0,0,0,0,1,49,48,62,52,48,48,4
0,77,0,0,0,0,1,0,0,0,1,49,48,65,52,53,51,5
0,21,0,0,1,0,1,0,0,0,1,51,45,40,42,49,45,3
0,29,0,0,0,0,1,0,0,0,0,46,48,54,63,55,52,2
0,2,0,1,0,1,0,0,0,0,0,27,36,31,28,31,21,5
0,22,0,0,0,0,0,0,0,0,0,56,67,48,58,62,47,2
0,31,0,0,0,0,0,0,0,0,0,44,45,47,57,58,55,2
880,18,1,0,1,0,1,0,0,0,0,66,66,59,50,56,52,3
0,42,0,0,1,0,0,0,0,0,1,51,57,59,57,44,25,2
450,67,1,1,0,1,0,1,0,0,1,39,30,51,39,33,35,2
0,78,0,0,1,0,0,0,0,0,0,54,52,49,55,64,55,3
0,37,0,1,0,1,0,0,0,0,1,51,41,44,59,42,60,2
0,59,0,0,1,0,1,0,0,0,1,54,51,55,59,53,65,1
0,91,0,0,0,1,0,0,0,0,1,59,54,66,55,41,50,2
940,50,1,0,1,0,1,0,0,0,0,54,52,60,60,57,47,4
0,55,0,0,0,0,0,0,0,0,1,34,51,54,57,37,56,2
0,12,0,1,0,1,0,0,0,0,1,38,39,36,35,42,44,5
1190,90,1,1,0,1,0,0,0,0,0,56,43,56,60,67,57,1
0,63,0,0,1,0,1,0,0,0,1,42,61,65,63,53,59,5
0,32,0,0,0,0,0,0,0,0,0,54,51,60,52,62,52,2
0,20,0,0,0,0,0,0,0,0,1,56,63,41,57,55,46,2
0,86,0,0,0,0,0,0,1,0,1,49,48,54,52,50,52,1
0,92,0,0,1,1,0,0,0,0,1,59,48,66,62,56,52,2
0,50,0,0,0,0,0,0,0,0,0,59,49,44,50,55,45,3
0,91,0,1,0,0,1,0,0,0,1,49,52,58,54,67,44,2
0,42,0,1,0,1,0,0,1,0,0,29,36,43,47,46,47,2
0,87,0,1,0,1,0,0,0,0,0,49,49,46,56,56,47,7
820,73,1,0,1,0,0,0,0,0,1,64,57,61,50,55,51,4
960,65,1,0,0,0,0,0,0,0,1,46,52,51,59,49,62,2
0,32,0,1,0,1,0,0,0,0,1,37,33,52,43,38,49,10
0,39,0,0,0,1,0,0,0,0,0,37,42,61,50,55,46,9
960,59,1,0,1,0,1,0,0,0,0,59,58,43,57,67,47,2
920,90,1,0,1,0,1,0,0,0,1,59,60,62,62,55,59,2
1250,90,1,0,0,0,0,0,0,0,1,61,61,61,65,62,73,1
0,61,0,1,0,0,1,0,0,0,0,42,46,49,61,64,49,8
0,14,0,1,0,1,0,0,0,0,1,38,51,33,38,32,35,3
0,76,0,0,1,0,1,0,0,0,1,61,57,50,55,51,70,2
1040,78,1,0,0,1,0,0,0,0,0,51,52,66,64,64,55,2
1000,47,1,0,1,1,0,0,0,0,0,66,55,49,55,62,45,3
0,48,0,0,0,0,0,0,0,0,0,47,40,59,50,58,46,1
890,67,1,0,1,0,0,0,0,0,1,61,51,50,57,55,52,3
920,76,1,0,1,0,1,0,0,0,1,59,69,60,59,54,48,3
0,33,0,0,0,0,0,1,0,0,0,49,43,64,51,44,43,2
1090,87,1,1,0,1,0,0,0,0,0,51,45,66,56,62,66,1
0,86,0,0,0,0,1,0,0,0,0,64,69,63,63,67,62,1
1200,71,1,0,1,1,0,0,0,0,0,61,66,51,62,65,56,1
660,33,1,0,0,0,0,1,0,0,0,54,42,50,53,53,51,0
0,25,0,0,1,0,1,0,0,0,1,51,40,39,48,40,58,2
830,39,1,0,0,0,1,0,0,0,1,52,60,56,56,54,52,2
710,24,1,0,0,0,0,1,0,0,0,56,42,42,45,41,43,0
910,62,1,0,1,0,0,0,0,0,1,49,66,49,49,47,52,2
0,16,0,0,1,0,1,0,0,0,1,51,51,50,47,52,57,2
0,76,0,0,0,0,0,0,0,0,1,56,51,40,59,49,54,1
0,55,0,0,0,0,1,0,0,0,0,66,51,50,60,64,60,1
0,54,0,0,0,0,1,0,0,0,1,46,48,56,53,51,44,2
0,11,0,0,1,1,0,0,0,0,1,40,43,50,37,44,48,3
0,71,0,1,0,1,0,0,0,0,1,51,63,58,54,55,52,3
0,71,0,1,0,0,0,0,0,0,1,51,45,56,59,45,55,3
0,87,0,1,0,1,0,0,0,0,1,49,51,55,49,38,50,1
0,58,0,0,0,1,0,0,0,0,1,64,61,50,49,56,44,3
0,49,0,0,0,0,0,0,0,0,0,27,33,47,27,35,40,0
610,80,1,1,0,1,0,1,0,0,1,52,45,41,54,47,45,5
0,77,0,0,1,1,0,0,0,0,1,51,57,60,48,51,55,0
0,39,0,1,0,1,0,0,0,0,1,39,40,45,38,38,36,2
1040,47,1,0,0,0,0,0,0,0,1,66,63,53,57,60,52,7
0,28,0,0,0,1,0,0,0,0,1,29,36,44,22,42,40,1
890,91,1,0,1,0,0,0,0,0,1,44,51,41,53,58,57,2
0,14,0,1,0,1,0,0,0,0,0,45,42,43,58,46,64,4
0,54,0,0,0,0,1,0,0,0,1,56,49,53,59,54,56,4
0,17,0,1,0,0,0,0,0,0,1,37,42,32,36,35,46,2
0,59,0,0,0,1,0,0,0,0,1,51,45,61,54,52,42,2
0,70,0,1,0,0,1,0,0,0,1,39,54,57,61,55,62,2
0,61,0,0,1,0,1,0,0,0,1,59,63,43,65,62,63,1
0,33,0,1,0,1,0,1,0,0,1,49,42,29,34,39,31,3
600,53,1,0,1,0,0,0,0,0,1,36,46,54,51,55,49,2
0,69,0,0,0,0,0,0,0,0,1,46,54,66,57,55,53,2
800,94,1,1,0,0,0,0,0,0,1,46,60,39,65,57,53,3
0,75,0,0,0,0,0,0,0,0,0,66,52,65,56,58,54,0
0,41,0,0,1,0,1,0,0,0,0,49,51,56,57,51,44,3
1210,69,1,0,1,0,1,0,0,0,0,66,72,40,58,67,64,6
0,16,0,1,0,1,0,0,1,0,1,40,48,35,41,40,44,7
0,87,0,0,1,0,1,0,0,0,1,59,69,49,52,55,55,1
840,66,1,0,0,0,1,0,0,0,0,49,51,49,53,60,26,5
1220,90,1,0,0,1,0,0,0,0,0,68,69,41,61,65,47,2
0,76,0,1,0,1,0,0,0,0,1,68,57,38,57,47,49,3
0,54,0,0,0,0,1,0,0,0,1,42,45,64,55,46,56,4
0,90,0,0,0,0,0,0,0,0,1,71,66,45,65,62,58,4
0,65,0,0,0,0,1,0,0,0,1,46,48,44,50,33,48,2
0,14,0,0,0,0,0,0,0,0,0,42,48,31,26,31,27,14
1020,92,1,0,0,1,0,0,0,0,0,54,66,64,57,67,52,2
0,31,0,1,0,1,0,1,0,0,1,34,42,34,39,40,34,3
0,99,0,0,0,1,0,0,0,0,1,59,54,58,60,65,56,1
0,94,0,1,0,1,0,0,0,0,1,58,49,55,60,53,57,1
740,92,1,1,0,0,0,1,0,0,1,50,46,39,41,42,40,3
0,38,0,1,0,1,0,0,1,0,0,34,48,40,55,37,55,10
0,51,0,0,1,0,1,0,0,0,1,51,60,48,53,47,56,1
0,61,0,0,0,0,0,0,0,0,1,60,55,44,50,50,45,2
980,45,1,0,1,0,1,0,0,1,1,64,48,58,65,62,66,4
0,65,0,0,1,0,0,0,0,0,1,37,42,47,57,53,45,2
800,86,1,0,0,0,1,0,0,0,1,47,39,62,58,55,60,2
940,73,1,0,0,0,1,0,0,0,1,59,59,46,65,57,55,1
0,84,0,0,0,0,0,0,0,0,1,51,45,62,59,53,59,0
1030,88,1,0,1,0,1,0,0,0,1,51,55,46,63,60,59,1
0,22,0,1,0,1,0,0,0,0,1,54,60,40,50,47,49,8
0,75,0,0,0,0,1,0,0,0,0,64,45,66,63,60,93,4
930,35,1,0,1,0,1,0,0,0,0,64,57,47,59,60,54,2
550,9,1,1,0,1,0,0,0,0,0,39,27,49,42,38,39,5
0,85,0,0,1,0,1,0,0,0,1,54,49,56,62,56,60,0
0,69,0,0,1,0,1,0,0,0,0,64,67,46,58,62,61,4
1100,97,1,0,1,0,1,0,0,0,1,61,63,45,55,64,58,2
0,52,0,1,0,0,0,0,0,0,0,34,57,43,55,60,43,1
1060,85,1,1,0,0,1,0,0,0,1,61,55,49,57,61,53,2
860,27,1,0,0,0,1,0,0,0,1,49,57,61,38,51,39,1
1140,80,1,1,0,1,0,0,0,0,1,65,69,60,64,61,49,1
690,21,1,0,0,1,0,0,1,0,0,37,48,33,34,41,24,1
670,26,1,0,1,1,0,0,0,0,1,46,51,61,56,48,50,2
0,99,0,1,0,0,0,0,0,0,1,64,63,63,62,64,45,4
0,25,0,1,0,0,1,0,1,0,0,35,33,33,37,31,37,3
1460,88,1,0,1,0,1,0,0,0,0,68,72,62,60,67,55,2
0,41,0,0,0,0,0,0,0,0,0,31,45,45,45,38,38,2
1180,72,1,0,1,0,1,0,0,0,1,61,64,59,64,65,54,1
0,75,0,1,0,1,0,0,0,0,1,44,43,61,60,38,46,6
990,87,1,0,1,0,1,0,0,0,0,59,60,66,55,60,62,9
0,35,0,0,0,1,0,0,1,0,1,56,54,61,52,49,57,4
0,70,0,0,1,1,0,0,0,0,1,40,47,66,62,56,49,4
0,54,0,0,0,1,0,0,0,0,1,46,42,34,42,38,44,2
0,99,0,0,0,0,0,0,0,0,1,68,72,65,62,64,66,1
0,9,0,0,1,0,1,1,0,0,0,42,39,46,49,38,30,1
0,88,0,1,0,1,0,0,0,0,1,44,39,55,63,51,58,5
1060,82,1,0,0,0,1,0,0,0,0,56,63,64,58,58,47,5
0,23,0,1,0,1,0,1,0,0,0,59,51,36,38,40,24,1
1050,79,1,1,0,0,1,0,0,0,1,64,66,43,60,65,48,2
1300,94,1,0,1,0,1,0,0,0,0,68,72,66,59,65,62,1
960,68,1,0,1,0,0,0,0,0,0,59,54,65,58,62,56,7
1250,83,1,0,0,0,0,0,0,0,0,64,63,56,62,65,49,1
960,86,1,1,0,0,0,0,0,0,1,59,69,44,58,60,66,7
0,89,0,1,0,1,0,1,0,0,1,64,52,55,55,46,45,11
0,91,0,0,0,0,0,0,0,0,0,59,60,65,53,62,45,1
870,68,1,1,0,0,1,0,0,0,0,62,51,40,52,60,41,4
0,5,0,0,1,0,1,0,0,0,1,42,58,39,30,50,36,1
0,74,0,0,1,0,0,0,0,0,1,54,49,60,56,57,62,9
0,43,0,0,1,0,1,0,0,0,1,56,51,43,55,47,51,2
0,47,0,0,1,0,1,0,0,0,0,64,63,36,40,41,41,7
1350,92,1,1,0,1,0,0,0,0,0,64,72,54,65,65,58,5
0,20,0,0,0,0,0,0,0,0,0,50,52,45,39,44,45,4
0,39,0,1,0,1,0,0,0,0,0,42,46,41,51,51,37,1
0,3,0,1,0,0,0,0,0,0,1,29,42,30,30,42,38,1
0,35,0,0,0,0,0,0,0,0,0,54,53,52,55,49,56,5
0,44,0,0,1,0,1,1,0,0,1,50,48,46,44,47,52,0
0,69,0,0,1,0,0,0,0,0,0,56,57,50,52,49,53,3
0,56,0,0,0,0,0,0,0,0,1,61,57,61,65,59,58,2
0,78,0,0,0,0,1,0,0,0,1,55,50,57,58,65,55,6
570,44,1,1,0,1,0,0,1,0,0,44,51,35,40,37,34,1
1070,91,1,0,1,0,0,0,0,0,1,56,69,57,57,60,57,3
0,54,0,0,0,0,0,0,0,0,1,54,57,52,53,49,54,2
0,63,0,0,1,1,0,0,0,0,1,66,66,52,59,62,65,2
1120,55,1,0,0,0,1,0,0,0,0,54,60,64,54,62,47,3
0,51,0,1,0,0,1,0,0,0,1,61,48,65,55,47,55,3
0,89,0,0,1,1,0,1,0,0,1,38,46,62,52,50,46,5
570,82,1,1,0,1,0,1,0,0,1,39,33,53,51,47,49,3
0,57,0,0,0,0,0,0,0,0,1,56,46,64,52,31,47,2
680,15,1,0,1,0,1,0,0,0,0,45,42,51,49,47,57,9
0,36,0,0,1,0,1,0,0,0,1,58,57,48,60,49,63,5
1080,79,1,0,1,1,0,0,0,0,1,59,54,55,61,55,62,4
0,78,0,1,0,1,0,0,0,0,0,56,54,61,57,55,49,1
0,25,0,1,0,1,0,0,0,0,1,44,48,54,52,37,46,8
940,56,1,0,1,0,1,0,0,0,0,50,45,59,52,64,44,3
0,67,0,0,0,1,0,0,0,0,0,52,48,42,61,58,40,1
1040,48,1,0,0,0,1,0,0,0,0,64,72,64,53,60,47,2
0,30,0,1,0,1,0,1,0,0,1,44,42,38,35,42,39,6
0,52,0,1,0,1,0,1,0,0,1,51,48,57,53,45,52,4
1320,94,1,0,0,0,1,0,0,0,1,64,72,58,61,65,65,2
0,45,0,0,0,0,1,0,0,0,1,51,45,50,50,47,56,4
920,18,1,0,0,1,0,0,0,0,0,54,60,49,44,44,55,1
0,65,0,0,0,0,0,0,0,0,1,49,49,61,54,51,50,2
680,54,1,0,1,0,1,0,0,0,0,47,37,38,52,44,53,5
790,29,1,0,0,0,1,0,0,0,0,59,66,37,47,56,50,1
0,31,0,1,0,1,0,0,0,0,0,39,48,32,30,38,35,4
0,87,0,0,1,0,1,0,0,0,1,66,63,64,60,53,71,1
0,93,0,0,0,0,1,0,0,0,0,42,51,62,57,67,92,4
0,18,0,0,0,0,1,0,0,0,0,64,54,38,55,59,58,3
0,70,0,0,0,0,0,0,0,1,0,56,44,56,57,60,57,5
0,80,0,0,1,0,1,0,0,0,0,54,48,61,61,55,51,1
0,7,0,1,0,0,0,0,0,0,1,37,35,39,34,40,23,3
0,77,0,0,0,1,0,0,0,0,1,32,48,60,53,47,49,3
0,88,0,0,1,1,0,0,0,0,0,47,54,50,57,50,45,0
0,27,0,0,0,0,0,0,0,0,1,35,34,36,35,31,40,6
0,47,0,0,0,0,0,0,0,0,0,49,45,66,63,58,53,1
0,16,0,0,0,0,1,0,1,0,0,42,36,36,40,35,60,2
0,67,0,0,1,0,1,1,0,0,1,32,30,43,38,35,51,10
0,67,0,0,1,0,1,0,0,0,0,51,60,56,53,64,55,3
1370,98,1,0,0,0,1,0,0,0,1,71,72,54,62,67,62,3
0,89,0,0,0,0,0,0,0,0,1,54,51,52,57,37,48,7
0,57,0,1,0,0,0,0,0,0,1,56,57,66,30,49,36,2
810,24,1,0,1,0,1,0,0,0,0,56,57,50,53,53,52,6
0,11,0,0,0,0,0,0,0,0,1,54,48,61,58,60,58,3
0,95,0,1,0,1,0,0,0,0,1,59,57,36,57,49,51,6
0,73,0,1,0,0,1,0,0,0,0,40,43,50,57,64,55,8
0,68,0,0,0,0,0,0,0,0,1,59,58,44,52,53,62,1
0,9,0,0,0,0,0,0,0,0,0,42,42,47,28,35,43,3
0,18,0,0,0,0,0,1,0,0,1,30,32,36,37,37,38,5
0,45,0,0,0,0,0,0,0,0,1,32,49,47,63,46,65,6
0,75,0,0,0,0,0,0,0,0,0,56,56,58,50,52,50,4
0,48,0,0,0,1,0,0,0,0,0,44,41,48,59,55,54,3
0,93,0,0,0,1,0,0,0,0,1,61,60,52,63,55,53,2
0,59,0,1,0,1,0,0,0,0,0,61,54,45,46,62,56,4
0,21,0,0,0,0,0,0,0,0,0,46,54,42,49,44,44,8
0,71,0,0,0,0,1,0,0,0,0,56,51,60,57,58,55,4
0,54,0,0,0,0,0,0,0,0,0,59,52,48,62,58,52,2
0,79,0,0,0,0,1,0,0,0,1,61,60,59,50,31,57,4
0,31,0,0,1,0,1,0,0,0,1,59,57,35,59,44,54,3
0,61,0,1,0,1,0,0,0,0,1,37,39,66,59,49,53,1
1190,81,1,0,1,0,1,0,0,0,0,59,66,65,62,65,59,3
0,47,0,0,0,0,0,0,0,0,0,49,57,40,41,55,46,3
870,48,1,0,0,0,0,0,0,0,0,51,54,54,58,53,47,2
0,16,0,1,0,0,0,1,0,0,0,32,33,49,24,42,44,4
0,50,0,1,0,1,0,0,0,0,1,51,39,62,42,53,55,5
0,98,0,0,0,1,0,0,0,0,0,64,61,65,59,60,59,2
800,43,1,0,0,0,0,0,0,0,0,44,42,64,59,60,38,2
900,47,1,0,1,0,1,0,0,0,0,51,69,40,56,49,46,0
1060,95,1,1,0,0,0,0,0,0,1,68,66,62,65,67,62,3
0,90,0,0,0,0,1,0,0,0,1,66,63,44,63,62,61,1
0,45,0,0,1,0,1,0,0,0,1,37,33,55,43,40,50,2
0,50,0,0,0,0,0,0,0,0,0,49,48,49,45,38,44,2
740,21,1,0,0,0,0,0,0,0,0,49,45,62,63,56,50,0
1030,96,1,0,0,0,1,0,0,1,0,44,45,62,60,65,71,3
0,9,0,0,0,1,0,0,0,0,0,49,43,33,38,38,36,0
0,39,0,0,0,0,0,0,0,0,0,44,48,44,55,60,48,1
0,52,0,0,0,1,0,0,0,0,0,42,46,57,55,48,50,7
0,12,0,0,0,0,1,0,0,0,1,42,51,53,50,40,45,5
830,92,1,0,1,1,0,0,0,0,1,46,48,65,59,56,56,2
800,66,1,0,0,0,1,0,0,0,0,49,49,53,60,62,55,6
0,57,0,0,1,1,0,0,0,0,1,44,60,40,38,38,48,1
0,43,0,0,0,0,0,0,0,0,1,59,50,45,50,52,45,1
0,35,0,1,0,1,0,0,0,0,1,42,41,66,53,49,58,1
0,43,0,1,0,1,0,0,0,0,1,47,40,37,42,43,39,4
0,82,0,0,0,0,0,0,0,0,1,54,45,64,63,60,70,4
1330,99,1,0,1,0,1,0,0,0,1,71,72,60,59,64,73,5
0,25,0,1,0,1,0,0,0,0,1,34,42,39,30,35,17,2
1270,98,1,0,0,0,0,0,0,0,1,71,72,61,62,65,61,4
700,87,1,0,0,0,1,0,0,0,0,40,51,35,46,56,51,2
0,77,0,0,0,1,0,0,0,0,1,49,34,65,47,49,64,2
960,75,1,0,1,0,1,0,0,0,0,52,51,66,60,64,51,7
930,56,1,0,1,0,1,0,0,0,1,50,56,49,60,52,44,2
0,32,0,0,0,0,0,0,0,0,0,49,48,35,48,38,41,1
0,52,0,0,1,1,0,0,0,0,1,54,48,48,61,44,61,6
940,79,1,1,0,0,0,0,1,0,0,49,45,58,50,60,44,5
1210,96,1,0,0,0,0,0,0,0,1,66,54,59,64,64,57,2
0,28,0,0,0,0,0,0,0,0,0,59,72,54,53,53,60,1
0,53,0,0,0,0,0,0,0,0,1,54,45,51,55,55,53,4
0,74,0,0,0,1,0,0,0,0,0,54,60,50,59,60,65,2
0,63,0,1,0,1,0,0,0,0,0,54,48,53,45,53,51,0
1250,13,1,0,1,0,1,0,0,0,0,68,72,40,62,62,58,3
900,63,1,0,1,0,0,0,0,0,1,64,54,52,57,56,76,7
0,2,0,1,0,0,0,0,0,0,0,62,61,39,60,53,55,1
840,64,1,1,0,1,0,0,0,0,1,64,54,66,63,53,48,5
1000,88,1,0,1,0,1,0,0,0,1,64,66,64,60,67,55,1
720,89,1,0,0,1,0,1,0,0,1,47,49,60,50,44,44,4
0,65,0,1,0,1,0,0,0,0,1,51,36,55,56,42,53,4
0,12,0,0,0,0,0,0,0,0,0,59,45,47,47,47,49,2
0,13,0,1,0,1,0,0,0,0,0,37,44,32,42,42,46,14
0,26,0,0,0,0,0,0,0,0,1,29,42,31,24,38,38,6
1000,63,1,0,0,0,1,0,0,0,0,61,57,66,55,62,42,1
0,42,0,1,0,1,0,1,0,0,1,42,48,39,39,40,41,7
710,36,1,0,0,0,0,0,0,0,0,44,57,41,55,49,45,2
950,77,1,0,0,0,1,0,0,0,1,56,57,60,58,62,61,2
0,68,0,1,0,1,0,0,0,0,0,56,57,33,34,33,36,3
910,45,1,0,1,0,1,0,0,0,0,57,63,45,46,55,46,1
990,96,1,0,1,0,1,0,0,0,1,64,58,59,65,60,48,2
0,67,0,1,0,0,0,0,0,0,0,56,52,47,57,51,51,2
1040,94,1,0,1,0,1,0,0,0,1,66,66,56,59,65,57,1
930,34,1,0,1,0,1,0,0,0,0,56,69,48,50,51,49,2
0,9,0,1,0,0,1,0,0,0,0,39,45,39,34,46,46,2
930,90,1,0,1,0,1,0,0,0,1,56,55,45,54,62,59,0
0,17,0,0,1,0,1,0,0,0,0,42,33,66,49,41,44,3
0,6,0,1,0,0,1,0,0,0,0,42,48,49,40,44,55,2
0,69,0,0,0,0,0,0,0,0,1,59,69,42,49,58,51,1
0,76,0,1,0,1,0,0,1,0,1,59,51,56,63,60,50,9
0,86,0,0,0,0,0,0,0,0,1,59,39,57,64,55,77,1
0,44,0,1,0,0,0,0,0,0,0,49,48,64,62,62,51,2
0,93,0,1,0,0,0,0,0,0,1,51,60,45,55,56,53,2
900,43,1,0,0,0,0,0,0,0,0,46,43,56,61,60,55,4
840,51,1,0,0,0,0,0,0,0,0,54,52,39,51,60,53,2
0,67,0,0,0,0,1,0,0,0,0,56,51,50,51,51,47,6
1170,76,1,0,1,0,1,0,0,0,1,59,66,56,63,60,71,2
900,53,1,0,0,0,1,0,0,0,0,59,61,61,54,62,40,5
0,43,0,0,1,0,1,0,0,0,0,62,57,52,54,55,59,3
0,8,0,0,0,1,0,1,0,0,1,39,34,31,42,29,30,3
0,72,0,1,0,0,0,0,0,0,1,39,42,47,51,56,45,1
0,65,0,0,0,0,0,0,0,0,1,61,66,55,57,65,55,4
0,63,0,0,0,0,0,0,0,0,1,56,42,59,63,49,58,3
900,25,1,0,0,0,0,0,0,0,0,61,60,46,48,58,48,1
0,62,0,0,0,0,0,0,0,0,0,37,45,42,47,46,48,3
0,76,0,0,1,0,1,0,0,0,1,66,69,62,44,35,54,2
0,23,0,0,0,0,0,0,0,0,1,49,57,36,53,47,55,4
0,56,0,1,0,0,0,0,0,0,1,61,63,39,42,33,43,1
840,46,1,0,1,0,1,0,0,0,0,42,54,46,61,62,57,3
0,36,0,0,1,0,0,0,0,0,1,54,51,66,65,59,65,9
0,37,0,1,0,1,0,0,0,0,0,30,37,33,22,40,22,3
0,32,0,0,0,0,0,0,0,0,1,56,39,57,60,42,55,8
0,86,0,0,1,0,1,0,0,0,0,54,51,48,58,67,57,2
0,8,0,1,0,0,1,1,0,0,0,30,39,37,44,44,28,4
950,97,1,0,1,0,1,0,0,0,1,58,72,61,60,50,58,1
1050,54,1,0,1,0,0,0,0,0,0,54,57,55,59,58,63,0
0,33,0,0,0,0,0,0,0,0,1,40,37,37,32,37,41,0
0,12,0,0,0,0,0,0,0,0,0,47,52,55,56,64,42,1
820,39,1,0,0,0,1,0,0,0,0,49,58,44,58,58,46,6
0,92,0,0,0,0,1,0,0,0,1,64,42,46,60,55,53,4
0,95,0,0,1,0,1,0,0,0,0,59,60,65,45,58,59,1
0,42,0,0,0,0,1,0,0,0,1,54,45,42,54,53,56,5
0,16,0,0,0,0,1,0,0,0,0,44,45,58,54,49,49,5
0,64,0,0,1,1,0,0,0,0,0,66,57,41,52,56,51,4
770,18,1,0,0,0,0,0,0,0,0,59,49,45,50,51,55,4
0,12,0,0,0,0,0,0,0,0,0,49,66,41,42,49,41,6
0,42,0,0,1,0,0,0,0,0,1,37,45,37,42,47,37,1
1020,64,1,0,1,0,1,0,0,0,1,64,55,55,64,64,64,1
0,55,0,0,1,0,1,0,0,0,0,61,60,53,52,55,59,1
0,45,0,0,1,0,1,0,0,0,0,58,58,58,62,62,50,3
0,81,0,1,0,1,0,0,0,0,1,59,51,66,61,62,62,3
0,77,0,1,0,1,0,0,0,0,1,60,54,59,62,56,60,4
0,17,0,1,0,0,0,0,0,0,0,46,45,37,53,40,52,10
0,12,0,0,1,1,0,0,0,0,0,51,39,54,40,31,48,14
800,53,1,0,1,0,0,0,0,0,0,52,57,54,56,59,40,0
1210,89,1,0,1,0,1,0,0,0,1,71,63,54,61,64,65,1
970,63,1,0,1,0,1,0,0,0,0,61,58,64,60,51,47,3
0,59,0,0,0,0,0,0,0,0,1,44,42,65,61,53,54,5
0,55,0,0,0,0,0,0,0,0,1,56,54,65,63,62,76,2
830,77,1,0,1,0,1,0,0,0,1,61,63,44,45,52,46,2
550,90,1,0,1,0,1,1,0,0,1,41,39,44,42,42,34,2
970,81,1,0,1,0,1,0,0,0,1,59,66,66,58,56,49,1
0,56,0,0,0,0,1,0,0,0,1,61,64,49,62,56,58,3
0,13,0,0,0,0,0,1,0,0,0,37,33,40,22,29,40,1
0,50,0,0,1,0,1,0,0,0,1,62,47,40,54,46,43,2
0,70,0,0,1,0,0,0,0,0,1,64,64,62,57,55,81,1
0,0,0,1,0,1,0,0,0,0,0,32,36,33,34,37,34,3
1040,47,1,0,1,0,1,0,0,0,1,61,51,55,57,64,52,0
790,27,1,0,0,0,0,0,0,0,0,49,63,55,50,43,52,3
0,70,0,0,1,0,1,0,0,0,0,64,66,53,55,49,53,4
840,48,1,0,1,0,0,0,0,0,0,39,58,64,53,53,51,1
0,10,0,0,1,0,1,0,0,0,0,44,57,32,50,51,58,2
0,14,0,1,0,1,0,0,0,0,1,46,45,36,47,42,92,2
0,94,0,0,1,0,1,0,0,0,1,59,63,49,65,62,54,1
0,62,0,0,0,0,0,0,0,0,1,54,57,61,57,51,56,3
950,36,1,0,1,0,1,0,0,0,0,39,54,49,55,56,34,3
0,55,0,0,1,0,1,0,0,0,1,66,66,60,59,65,43,2
910,36,1,0,1,0,1,0,0,0,0,66,63,34,50,60,45,2
0,39,0,0,1,1,0,0,0,0,0,42,51,53,47,51,46,1
670,90,1,1,0,1,0,1,0,0,1,44,48,51,41,51,44,2
910,53,1,0,0,0,0,0,0,0,0,57,55,50,54,55,45,3
0,47,0,0,0,0,0,0,0,0,0,49,48,37,57,60,50,4
0,78,0,1,0,0,1,0,0,0,1,54,63,61,60,64,63,5
0,23,0,1,0,1,0,0,0,0,1,45,49,55,51,51,49,3
0,5,0,0,0,1,0,1,0,0,0,32,42,32,28,35,22,1
0,91,0,0,0,0,0,0,0,0,0,61,66,49,59,65,52,3
870,99,1,0,0,0,1,0,1,0,0,51,36,63,57,65,51,4
0,36,0,0,1,0,1,0,0,0,1,42,45,45,55,49,56,4
0,30,0,1,0,1,0,0,0,0,0,51,54,42,37,55,54,3
0,43,0,1,0,1,0,0,0,0,0,32,31,33,47,31,51,1
0,52,0,0,0,0,0,0,0,0,1,54,44,51,59,62,59,2
0,42,0,1,0,1,0,0,0,0,0,54,34,38,58,49,60,0
0,9,0,0,1,0,0,0,0,0,0,51,51,46,53,56,67,1
700,40,1,0,0,0,1,0,0,0,0,49,45,41,41,53,41,3
0,79,0,0,1,1,0,0,0,0,0,64,63,52,57,62,52,1
0,82,0,0,1,0,0,0,0,0,0,54,57,53,56,62,66,4
0,41,0,0,1,0,0,0,0,0,0,59,56,44,54,59,45,2
0,57,0,0,0,0,1,0,0,0,1,59,57,65,56,56,60,2
1020,73,1,0,1,0,1,0,0,0,1,54,60,41,58,56,49,1
0,66,0,0,1,1,0,0,0,0,0,56,63,57,49,58,63,4
0,22,0,1,0,1,0,0,1,0,1,37,41,50,37,35,43,11
0,76,0,0,0,0,0,0,0,0,0,48,56,63,57,64,60,0
