sat,rank,satobs,mlhs,mcol,flhs,fcol,black,hisp,asian,female,rdsc,vocab,pict,lgsc,matsc,mosaic,nsib
0,56,0,0,0,0,0,0,0,0,1,37,42,42,47,38,60,1
1270,91,1,1,0,1,0,0,0,0,1,62,58,36,54,47,41,6
950,38,1,1,0,1,0,0,0,0,0,54,54,55,50,53,55,0
0,64,0,1,0,0,0,0,0,0,0,51,54,48,47,50,40,7
0,92,0,0,1,0,1,0,0,0,1,56,54,65,57,58,65,1
660,7,1,0,0,1,0,0,0,0,1,54,47,49,57,56,57,7
0,24,0,0,0,0,0,0,0,0,0,56,66,42,57,56,45,2
760,74,1,0,0,0,0,0,0,0,1,49,48,55,57,56,53,2
1400,95,1,0,1,0,1,0,0,0,0,66,69,42,63,67,59,4
0,95,0,0,1,0,1,0,0,0,0,59,51,58,50,67,47,3
810,90,1,0,0,1,0,0,0,0,0,51,45,66,47,63,47,3
0,46,0,0,0,0,0,0,1,0,0,59,48,53,35,44,35,5
750,53,1,1,0,0,0,0,0,0,1,55,44,55,56,65,60,9
0,28,0,1,0,1,0,0,0,0,0,32,33,47,32,37,45,5
880,72,1,0,1,0,1,0,0,0,1,59,60,64,52,42,43,1
610,20,1,0,1,0,1,0,0,0,0,40,51,49,59,51,54,2
1260,90,1,0,1,0,1,0,0,0,1,68,72,46,53,65,58,1
0,25,0,1,0,0,1,1,0,0,1,35,40,36,20,33,27,6
810,55,1,0,0,0,0,0,0,0,1,56,54,36,54,49,50,3
720,33,1,0,1,0,0,0,0,0,1,52,44,44,64,46,51,1
0,74,0,0,1,1,0,1,0,0,1,37,45,65,51,47,69,5
0,89,0,0,0,0,1,0,0,0,1,61,54,59,57,62,61,3
0,95,0,0,1,0,1,0,0,0,1,61,63,64,52,62,51,2
0,93,0,0,0,1,0,0,0,0,1,38,51,55,48,38,47,2
0,25,0,0,0,0,1,0,0,0,0,49,54,47,49,40,22,5
0,49,0,0,1,1,0,0,0,0,0,56,51,56,53,67,44,5
0,62,0,0,0,1,0,0,0,0,1,59,57,62,53,53,54,5
0,93,0,1,0,1,0,0,0,0,1,56,60,54,53,56,48,1
0,43,0,1,0,0,1,0,0,0,0,42,42,48,53,62,53,2
840,74,1,0,0,0,0,0,0,0,0,51,63,43,51,51,45,2
0,9,0,0,1,0,0,0,1,0,0,40,48,48,51,44,54,5
0,74,0,0,1,0,1,0,0,0,0,52,53,49,57,58,53,2
0,86,0,1,0,0,0,0,0,0,1,41,45,51,60,56,64,5
0,32,0,0,0,0,0,0,0,0,0,54,45,45,43,40,45,1
1030,98,1,1,0,0,1,0,0,0,1,56,58,54,55,55,67,2
0,84,0,1,0,0,1,0,0,0,1,56,51,42,53,51,50,6
0,66,0,0,1,0,1,0,0,0,0,59,63,49,49,56,52,3
0,38,0,0,1,0,1,0,0,0,0,46,51,56,54,42,47,1
0,36,0,0,0,0,0,0,0,0,1,46,63,53,32,44,32,4
0,99,0,1,0,1,0,0,0,0,1,59,64,65,59,67,50,2
0,25,0,0,0,0,1,0,0,0,0,49,48,50,49,58,50,2
1240,91,1,0,1,0,0,0,0,0,1,62,64,62,63,65,57,1
0,9,0,1,0,1,0,0,0,0,1,35,45,36,42,37,35,5
0,37,0,1,0,1,0,0,0,0,0,54,60,50,59,56,46,2
960,40,1,1,0,1,0,0,0,0,0,54,49,52,62,65,48,4
660,70,1,0,1,0,0,0,0,0,1,51,48,45,58,46,47,1
1130,86,1,0,1,0,1,0,0,0,0,59,72,54,57,67,55,1
0,68,0,1,0,1,0,0,0,0,1,44,61,53,48,35,48,0
880,65,1,0,0,0,0,0,0,0,0,49,54,47,57,60,54,6
0,66,0,0,0,0,1,0,0,0,0,59,60,65,45,51,43,3
660,10,1,0,1,0,1,0,0,0,0,46,44,30,40,51,28,2
0,90,0,1,0,1,0,0,1,0,1,56,45,66,57,59,61,6
0,79,0,0,0,0,0,0,0,0,1,39,54,35,36,38,50,1
0,74,0,0,0,1,0,0,0,0,0,56,61,64,56,60,60,3
0,19,0,0,0,1,0,0,0,0,0,33,39,38,45,42,46,9
0,12,0,0,1,0,1,0,0,0,0,52,57,40,45,37,37,3
0,51,0,0,0,0,1,0,0,0,1,38,54,42,29,44,36,0
880,90,1,0,0,0,0,0,0,0,1,54,61,49,49,56,40,3
1130,91,1,0,1,0,1,0,0,0,0,64,44,63,61,67,43,2
0,2,0,0,0,0,0,0,0,0,0,42,40,42,45,42,47,8
1360,94,1,0,0,0,1,0,0,0,0,64,63,66,64,67,57,6
0,77,0,0,0,0,0,0,0,0,1,54,43,52,45,47,55,2
850,6,1,0,0,0,0,1,0,0,1,50,60,56,45,45,49,1
560,59,1,0,1,1,0,0,0,0,0,44,39,41,32,39,29,2
0,8,0,1,0,1,0,0,0,0,0,57,54,47,52,55,47,6
0,25,0,0,1,0,1,0,0,0,0,46,66,56,51,51,23,2
880,91,1,0,0,1,0,0,0,0,1,54,57,35,51,58,55,2
960,84,1,0,0,0,0,0,0,0,1,46,58,47,59,55,73,1
0,47,0,0,0,0,0,0,0,0,0,53,51,61,57,46,53,4
0,45,0,0,0,1,0,0,0,1,1,54,48,54,54,39,52,5
1010,95,1,0,0,0,0,0,0,0,1,54,55,63,57,59,62,2
0,6,0,1,0,0,0,1,0,0,0,32,30,45,42,37,38,1
1120,64,1,0,1,0,1,0,0,0,0,59,66,64,61,64,59,3
0,50,0,0,1,0,1,0,0,0,0,66,57,57,62,60,74,2
1070,73,1,0,0,1,0,0,0,0,0,56,54,64,65,67,61,1
0,89,0,1,0,1,0,1,0,0,1,48,36,35,41,39,31,13
0,75,0,1,0,1,0,0,1,0,0,61,42,66,55,51,46,5
0,25,0,0,1,0,1,1,0,0,0,29,36,39,27,38,28,5
0,17,0,0,1,0,1,0,0,0,1,40,57,42,47,41,50,7
860,79,1,0,0,0,0,1,0,0,0,54,66,39,49,53,44,1
0,46,0,0,0,1,0,0,0,0,0,59,57,50,53,64,54,2
0,91,0,1,0,1,0,0,1,0,0,34,36,64,59,56,55,2
900,77,1,0,1,0,1,0,0,0,0,61,60,61,55,59,53,4
1040,92,1,0,0,0,1,0,0,0,0,68,66,56,65,67,53,1
0,74,0,1,0,1,0,0,1,0,0,37,33,58,45,47,67,7
650,81,1,1,0,1,0,0,1,0,1,46,42,56,55,51,49,5
0,56,0,1,0,1,0,0,0,0,1,37,48,40,53,44,43,6
1280,96,1,0,1,0,1,0,0,0,1,71,72,66,62,67,58,4
1090,64,1,0,1,0,1,0,0,0,0,54,63,44,58,60,50,3
0,39,0,0,1,0,1,0,0,0,1,46,48,37,54,35,44,2
860,71,1,0,0,0,1,0,0,0,0,59,49,66,55,60,62,8
0,80,0,0,0,0,1,0,0,0,1,32,51,51,38,42,50,0
620,5,1,0,0,1,0,0,0,0,1,40,50,37,51,41,49,9
1150,99,1,0,1,0,0,0,0,0,1,66,69,48,64,64,58,1
0,46,0,0,1,0,0,0,0,0,0,56,63,34,38,47,48,0
860,53,1,0,1,0,1,0,0,0,1,42,45,65,61,56,52,7
580,55,1,0,1,0,1,1,0,0,1,40,39,42,57,42,46,1
0,95,0,1,0,0,0,0,0,0,1,56,46,66,54,42,52,3
1250,95,1,0,1,0,1,0,0,0,1,61,66,54,62,64,47,1
0,23,0,0,0,1,0,0,0,0,1,41,66,66,38,44,39,1
810,47,1,0,1,0,1,0,0,0,0,54,60,35,43,55,47,3
940,58,1,0,0,0,1,0,0,0,1,51,58,64,57,53,50,5
660,8,1,0,1,0,1,0,0,0,0,56,45,57,54,37,47,3
0,97,0,0,0,0,1,0,0,0,1,56,66,40,57,64,59,3
0,82,0,0,1,0,1,0,0,0,1,61,54,64,63,44,67,4
910,66,1,0,1,0,1,0,0,0,0,66,51,44,47,64,51,5
0,64,0,1,0,1,0,0,0,0,1,42,36,59,47,44,56,2
520,52,1,0,1,0,0,1,0,0,1,41,41,46,52,33,46,2
980,30,1,0,1,0,1,0,0,0,0,44,54,66,59,60,50,5
0,91,0,0,0,0,0,0,0,0,0,68,72,59,55,67,48,3
840,57,1,1,0,0,0,1,0,0,0,61,45,42,59,55,39,0
0,9,0,0,0,1,0,0,0,0,0,41,51,58,46,42,51,5
0,97,0,0,0,1,0,0,0,0,1,54,57,38,53,58,52,5
0,34,0,1,0,1,0,0,0,0,0,54,57,43,61,62,70,4
0,25,0,0,0,1,0,0,0,0,1,59,48,50,47,42,51,3
680,84,1,1,0,1,0,0,1,0,0,50,45,66,44,48,51,4
940,69,1,0,0,0,0,0,0,0,1,51,55,66,52,64,55,1
0,38,0,0,1,0,1,0,0,0,0,61,63,43,52,56,44,5
0,20,0,0,1,0,0,0,0,0,1,32,48,35,30,35,34,0
0,5,0,0,0,1,0,0,0,0,0,33,35,41,36,35,34,7
0,76,0,1,0,1,0,1,0,0,1,46,54,53,51,40,35,1
0,1,0,0,1,1,0,0,1,0,0,34,33,36,32,35,22,5
0,22,0,0,0,1,0,0,0,0,0,42,44,51,51,51,52,3
0,76,0,0,1,0,0,0,0,0,1,54,57,65,58,49,67,1
0,67,0,1,0,1,0,0,0,0,1,40,42,51,51,47,74,2
0,98,0,0,1,0,1,0,0,0,1,59,60,66,59,62,74,2
0,80,0,0,1,0,0,0,0,0,0,32,39,33,40,39,34,2
0,90,0,1,0,0,0,0,0,0,0,56,60,46,60,62,51,2
770,75,1,0,0,0,0,0,0,0,1,46,53,64,54,56,51,2
0,93,0,0,1,0,1,0,0,0,1,66,69,49,50,58,48,2
1380,92,1,0,0,0,1,0,0,0,0,71,66,60,61,64,57,2
1210,79,1,0,1,0,1,0,0,0,0,66,72,60,58,58,65,1
0,79,0,0,1,0,1,0,0,0,1,66,64,60,50,60,62,3
930,87,1,0,0,0,1,0,0,0,0,56,58,61,59,65,54,1
0,20,0,0,1,0,1,0,0,0,0,49,54,32,32,37,31,2
0,45,0,0,0,0,1,0,0,0,0,46,54,50,43,34,51,1
0,6,0,0,0,1,0,0,0,0,0,32,36,59,55,49,54,1
0,78,0,1,0,0,0,0,0,0,1,44,43,53,53,55,48,5
0,24,0,1,0,1,0,0,0,0,0,32,52,41,45,37,51,1
800,91,1,0,0,0,0,0,0,0,1,57,61,56,54,59,49,4
560,6,1,0,0,1,0,0,0,0,0,44,43,54,55,53,45,7
990,87,1,0,1,0,1,0,0,1,1,56,51,65,65,60,80,1
0,4,0,1,0,1,0,0,1,0,0,41,40,44,25,35,32,9
0,69,0,0,0,1,0,0,0,0,1,56,48,56,53,49,50,1
0,23,0,0,0,1,0,0,0,0,1,37,39,42,43,39,48,1
880,72,1,0,1,0,1,0,0,0,1,54,58,59,59,56,52,1
0,37,0,0,1,0,1,0,0,0,1,46,57,47,37,44,45,4
1030,88,1,0,1,0,1,0,0,0,0,59,53,55,58,64,50,6
1220,25,1,0,1,0,1,0,0,0,1,66,66,43,58,55,56,2
0,61,0,0,0,1,0,1,0,0,1,42,45,47,43,35,51,11
0,19,0,1,0,0,1,1,0,0,1,35,42,34,30,33,22,6
0,60,0,0,1,0,1,0,0,0,1,34,51,35,57,54,37,5
0,67,0,0,0,0,1,0,0,0,1,48,45,34,39,38,43,4
0,42,0,0,0,1,0,0,0,0,1,47,36,41,42,42,41,7
0,55,0,0,0,0,1,0,0,0,0,64,60,50,58,47,49,4
0,2,0,0,1,0,0,0,0,0,0,34,45,37,28,38,30,4
1300,68,1,0,1,0,1,0,0,0,0,64,63,52,65,64,70,4
0,29,0,0,0,0,1,0,0,0,0,56,45,65,53,49,51,4
0,84,0,0,1,0,1,0,0,0,1,37,51,59,59,49,55,6
990,37,1,0,1,0,1,0,0,0,0,54,53,58,59,65,51,2
0,25,0,1,0,1,0,0,0,0,0,54,38,44,49,46,31,6
0,24,0,0,0,0,1,0,0,0,0,55,45,44,61,56,55,5
960,54,1,0,1,0,1,0,0,0,1,64,63,61,58,64,65,2
0,56,0,0,0,0,0,0,0,0,0,51,57,41,49,58,45,2
0,78,0,0,0,0,0,0,0,0,1,59,63,53,53,44,53,0
0,68,0,1,0,0,1,0,0,0,1,64,72,65,58,51,57,3
0,56,0,1,0,1,0,1,0,0,1,39,39,55,40,31,37,9
0,58,0,1,0,1,0,0,1,0,0,56,43,48,34,48,36,7
1030,78,1,0,1,0,1,1,0,0,0,64,57,48,62,64,66,2
1030,74,1,0,1,0,1,0,0,0,0,54,54,62,58,58,59,4
900,97,1,1,0,1,0,0,1,0,1,46,51,63,53,53,48,5
850,73,1,0,0,0,1,0,0,0,0,54,36,46,60,65,41,5
0,94,0,1,0,1,0,0,0,0,1,49,54,64,57,56,59,4
0,2,0,0,0,0,1,1,0,0,0,35,48,37,49,33,46,0
0,84,0,1,0,1,0,0,0,0,1,45,41,45,62,55,47,0
950,31,1,1,0,0,1,0,0,0,0,51,40,66,56,64,50,8
0,29,0,0,0,0,0,0,0,0,0,34,42,45,40,47,46,4
0,48,0,0,0,0,0,0,0,0,1,56,51,55,55,42,50,3
0,70,0,1,0,0,1,0,1,0,1,51,57,40,50,37,45,3
950,79,1,0,1,0,1,0,0,0,0,56,48,60,63,60,52,4
750,62,1,0,1,0,1,0,0,0,1,55,45,51,61,57,59,4
750,71,1,0,1,0,1,0,0,0,1,51,51,50,54,46,50,1
1120,74,1,0,1,0,0,0,0,0,1,56,63,49,57,65,54,2
0,31,0,1,0,1,0,1,0,0,1,30,37,31,47,38,32,2
1040,64,1,0,1,0,1,0,0,0,1,61,63,56,52,54,52,2
0,64,0,1,0,1,0,1,0,0,1,46,35,59,59,48,46,4
0,37,0,0,0,1,0,0,0,0,0,39,45,58,45,44,47,4
0,80,0,0,0,1,0,0,0,0,1,61,43,58,60,51,62,6
0,25,0,0,1,0,1,0,0,0,0,49,51,44,54,49,64,1
0,29,0,0,0,0,1,0,0,0,0,59,69,50,62,64,47,1
0,22,0,0,0,1,0,0,0,0,1,44,42,65,35,40,45,1
0,48,0,0,0,0,1,0,0,0,1,54,57,54,58,64,58,3
0,67,0,1,0,1,0,0,0,0,0,54,39,61,52,42,46,2
0,51,0,0,1,0,0,0,0,0,0,56,49,65,59,64,59,4
0,20,0,0,0,0,0,0,0,0,1,43,46,57,55,40,57,6
0,26,0,0,0,0,0,0,0,0,1,59,39,58,57,55,91,2
1120,85,1,0,1,0,0,0,0,0,1,59,54,61,65,62,53,0
0,42,0,0,1,0,1,0,0,0,0,46,39,62,55,47,52,3
770,69,1,0,0,0,1,0,0,0,0,56,58,45,39,47,43,2
1390,98,1,0,0,0,1,0,0,0,0,66,69,61,58,67,54,3
900,83,1,1,0,1,0,0,0,0,1,61,69,53,56,56,50,0
0,63,0,0,0,1,0,0,0,0,0,54,45,43,37,49,50,7
0,13,0,1,0,1,0,1,0,0,1,41,30,62,32,47,50,5
0,74,0,0,0,0,1,0,0,0,1,64,64,55,57,56,51,2
1180,99,1,0,1,0,1,0,0,0,1,64,66,64,65,67,61,2
0,44,0,1,0,0,1,0,0,0,1,56,51,59,49,48,44,2
1020,94,1,0,0,0,1,0,0,0,0,59,57,46,58,64,56,1
0,12,0,0,1,0,1,0,0,0,0,40,46,35,47,42,37,1
0,27,0,0,1,0,1,0,0,0,0,54,57,35,56,62,52,1
850,63,1,0,0,0,0,0,0,0,0,61,45,46,50,55,42,2
0,65,0,1,0,1,0,0,0,0,1,56,45,59,57,49,52,5
700,23,1,1,0,1,0,1,0,0,0,51,47,40,35,44,41,7
0,7,0,0,1,0,1,0,0,0,1,51,51,46,51,44,46,2
0,69,0,0,0,0,0,0,0,0,1,56,45,64,60,38,57,5
0,92,0,0,0,1,0,0,0,0,1,52,57,55,57,40,60,2
960,95,1,1,0,1,0,0,0,0,1,61,55,60,59,62,60,5
910,82,1,0,1,0,1,0,0,0,1,64,60,61,59,56,56,2
1070,87,1,0,0,0,0,0,0,0,0,65,52,50,47,64,65,8
900,82,1,0,0,0,0,0,0,0,1,59,55,50,50,62,48,4
0,30,0,0,0,0,1,0,0,0,0,59,45,49,52,65,53,1
810,39,1,0,0,0,1,0,0,0,1,54,37,60,59,51,52,4
0,64,0,1,0,0,0,0,0,0,1,45,43,54,53,51,57,2
0,26,0,1,0,1,0,0,0,0,1,44,39,62,42,35,54,4
1120,95,1,1,0,0,0,0,0,0,0,59,72,51,62,64,48,2
0,33,0,1,0,1,0,0,0,0,0,51,40,45,48,46,49,2
620,39,1,0,1,0,1,0,0,0,1,42,56,41,50,47,54,3
0,84,0,1,0,1,0,0,1,0,1,37,39,51,35,38,42,6
930,51,1,0,0,1,0,0,0,0,0,56,53,58,57,64,48,2
1030,64,1,0,0,0,0,0,0,0,0,61,51,37,53,62,55,4
0,44,0,0,0,1,0,1,0,0,0,59,58,64,56,43,57,4
0,49,0,0,0,0,0,0,0,0,1,42,54,44,47,38,49,2
0,91,0,0,1,0,1,0,0,0,1,64,60,65,52,65,67,1
0,0,0,0,0,1,0,0,0,0,0,32,40,29,34,37,31,4
0,53,0,1,0,0,1,0,0,0,0,61,51,56,47,56,53,1
840,66,1,0,0,0,1,1,0,0,1,59,57,46,58,55,49,3
0,27,0,1,0,0,0,0,0,0,0,46,42,38,42,35,47,4
0,96,0,0,0,0,0,0,0,0,0,59,66,49,53,62,51,1
0,76,0,0,1,0,1,0,0,0,1,61,46,60,50,42,62,1
0,35,0,0,0,1,0,1,0,0,1,34,48,66,22,31,34,4
770,29,1,0,0,1,0,0,0,0,0,56,51,40,56,49,57,5
1240,73,1,0,1,0,1,0,0,0,0,68,66,66,57,65,59,3
900,71,1,0,0,0,1,0,0,0,1,49,66,49,65,56,63,7
1110,95,1,0,0,1,0,0,0,0,1,59,69,58,62,64,57,1
0,25,0,1,0,1,0,0,0,0,0,59,51,54,54,51,51,1
730,70,1,0,0,0,0,0,0,0,1,50,45,60,55,50,57,2
0,58,0,0,0,0,0,0,0,0,0,59,43,65,50,58,48,3
0,51,0,0,0,0,0,0,0,0,0,54,46,56,56,64,46,3
1030,58,1,0,0,1,0,0,0,0,1,52,40,59,60,67,49,2
930,57,1,0,0,1,0,0,0,0,1,61,63,60,54,58,60,7
970,95,1,0,0,0,0,0,0,0,1,61,63,55,64,58,55,4
0,25,0,1,0,1,0,1,0,0,0,31,35,38,26,38,19,8
0,48,0,0,0,0,0,0,0,0,0,42,48,45,42,31,48,3
960,19,1,0,1,0,1,0,0,0,0,57,54,63,52,62,51,3
940,77,1,0,1,0,1,0,0,0,1,44,51,64,64,53,55,4
1040,85,1,0,0,0,1,0,0,0,0,51,55,62,56,65,56,1
610,78,1,0,0,1,0,1,0,0,1,49,34,56,54,49,47,2
0,41,0,0,0,1,0,0,0,0,1,50,42,38,51,53,46,2
1310,84,1,0,1,0,1,0,0,0,0,56,63,55,57,67,75,2
0,77,0,0,0,0,0,0,0,0,0,59,60,66,55,65,61,3
0,30,0,0,1,0,1,0,0,0,0,51,48,40,59,55,43,2
0,65,0,1,0,0,0,0,0,0,1,46,46,50,60,60,63,8
0,72,0,0,0,1,0,0,0,0,0,49,40,51,61,58,52,4
980,91,1,0,1,0,1,0,0,0,1,62,63,50,59,62,54,1
0,90,0,1,0,1,0,0,0,0,1,42,45,47,42,53,51,6
0,42,0,1,0,0,0,0,0,0,1,51,39,52,47,35,47,6
0,4,0,0,0,0,0,0,0,0,0,44,47,59,50,48,56,6
1150,78,1,0,0,0,0,0,0,0,1,61,69,66,54,55,56,1
1080,91,1,0,1,0,1,0,0,0,1,71,67,61,65,62,51,2
0,92,0,0,1,0,1,0,0,0,1,61,69,41,65,56,61,4
860,77,1,0,1,0,1,0,0,0,1,54,58,59,58,51,57,1
0,82,0,0,1,0,0,0,0,1,1,61,51,46,58,57,52,3
0,47,0,0,1,1,0,0,0,0,0,51,51,66,63,65,48,3
0,67,0,0,1,0,0,0,0,0,0,59,69,52,55,58,59,1
0,69,0,0,0,0,0,0,0,0,1,55,41,43,51,56,54,2
0,14,0,0,0,0,0,0,0,0,0,49,39,33,50,46,48,7
0,98,0,0,0,0,0,0,0,0,1,68,72,64,63,62,66,3
640,55,1,1,0,1,0,0,0,0,1,42,48,46,50,46,54,2
0,45,0,0,0,1,0,0,0,0,0,44,40,36,30,44,36,2
880,59,1,1,0,0,0,0,0,0,1,64,60,62,60,53,46,1
0,56,0,0,0,1,0,0,0,0,0,51,57,31,53,49,59,2
0,84,0,0,0,0,0,0,0,0,0,64,60,45,56,62,52,6
0,62,0,1,0,0,0,0,0,0,1,56,48,56,51,42,40,1
0,41,0,0,0,1,0,1,0,0,1,34,36,39,26,44,26,10
0,45,0,0,1,1,0,0,0,0,1,42,45,39,45,42,43,5
0,71,0,0,0,0,0,0,0,0,1,56,46,54,45,50,46,3
1270,98,1,0,0,0,1,0,0,0,0,68,63,58,56,67,57,4
540,12,1,1,0,1,0,1,0,0,0,43,31,45,47,29,52,4
0,69,0,0,0,1,0,0,0,0,0,51,66,61,55,51,41,3
860,59,1,0,1,0,1,0,0,0,1,53,46,59,55,47,45,3
0,86,0,1,0,0,0,0,0,0,1,52,54,58,62,58,50,2
0,83,0,0,0,0,1,0,0,0,1,59,51,50,60,60,52,1
0,30,0,1,0,0,0,0,0,0,0,54,57,43,59,56,62,3
0,52,0,0,1,0,0,0,0,0,1,59,63,58,45,51,48,2
1120,96,1,0,1,0,1,0,0,0,0,61,57,62,58,65,54,4
0,41,0,0,0,0,0,1,0,0,0,27,42,33,24,37,29,5
0,18,0,1,0,0,1,0,0,0,0,42,30,40,31,37,39,3
0,53,0,0,1,0,1,0,0,0,0,44,60,57,54,47,40,4
0,67,0,1,0,1,0,0,0,0,0,64,66,33,61,56,55,3
1420,99,1,0,1,0,0,0,0,0,0,66,63,61,62,67,58,5
0,39,0,0,0,0,0,0,0,0,1,49,36,43,49,46,41,3
780,87,1,0,1,0,0,0,0,0,1,59,45,65,55,62,54,5
1170,68,1,0,0,0,1,0,0,0,1,64,63,55,55,62,49,1
730,76,1,0,0,1,0,0,0,0,1,41,54,49,53,60,48,3
0,29,0,0,0,0,0,0,0,0,0,59,60,40,30,51,45,2
0,32,0,1,0,0,0,0,0,0,0,54,57,43,51,40,48,6
1200,96,1,0,1,0,0,0,0,0,1,66,72,62,64,64,62,1
690,7,1,0,0,0,1,0,0,0,1,61,54,51,54,42,47,4
1020,93,1,0,0,1,0,0,0,0,0,51,52,58,64,65,63,3
990,89,1,0,0,1,0,0,0,0,1,68,60,51,45,58,51,6
0,87,0,0,1,0,1,0,0,0,0,54,57,41,56,67,58,0
1360,83,1,0,1,0,1,0,0,0,0,64,72,42,65,60,57,2
0,71,0,0,1,0,0,0,0,0,0,37,39,51,36,42,27,2
0,73,0,0,0,1,0,0,0,0,1,59,63,50,49,47,45,9
870,57,1,0,1,0,1,0,0,0,1,64,69,65,55,53,49,3
1130,77,1,0,1,0,1,0,0,0,0,59,54,51,60,64,68,5
0,99,0,0,1,0,1,0,0,0,1,56,51,64,59,62,55,2
970,63,1,0,0,0,1,0,0,0,0,54,54,64,53,60,54,2
980,42,1,0,0,0,0,0,0,0,0,54,60,52,59,58,66,2
0,33,0,0,0,0,1,0,0,0,1,49,63,45,61,56,23,3
870,60,1,1,0,0,0,0,0,0,1,46,60,39,51,45,52,2
920,77,1,0,1,0,1,0,0,0,1,61,63,58,59,58,60,0
0,50,0,0,0,0,0,0,0,0,0,57,52,58,57,60,48,1
0,12,0,0,0,0,0,0,0,0,0,49,54,35,47,47,49,10
0,72,0,0,0,0,0,0,0,0,1,49,57,60,56,58,55,1
0,92,0,0,0,0,0,0,0,0,1,61,45,61,58,49,55,5
990,95,1,0,1,0,0,0,0,0,1,51,60,42,59,59,55,2
1150,70,1,0,1,0,1,0,0,0,0,68,72,52,58,64,52,2
0,91,0,0,0,0,0,0,0,0,0,61,66,64,57,67,45,2
1170,93,1,0,0,0,0,0,0,0,0,66,72,64,51,65,56,1
0,57,0,0,1,0,1,0,0,0,1,54,55,49,62,60,55,2
0,36,0,0,0,1,0,1,0,0,1,45,42,54,55,42,62,6
870,32,1,0,0,0,1,0,0,0,0,44,49,56,53,53,45,2
660,30,1,0,0,0,0,0,0,0,0,49,51,55,34,51,52,1
0,67,0,1,0,1,0,0,1,0,1,27,39,61,51,42,57,2
0,30,0,0,0,1,0,1,0,0,1,42,52,55,37,37,42,2
0,75,0,0,0,0,0,0,0,0,1,56,45,52,51,47,56,0
0,28,0,0,1,0,1,0,0,0,0,54,60,54,63,53,56,4
0,15,0,0,0,1,0,1,0,0,1,38,40,40,39,31,38,11
0,74,0,0,1,0,1,0,0,0,1,51,43,62,64,57,50,3
910,95,1,0,1,0,1,0,0,0,0,59,55,66,55,62,59,3
810,86,1,0,1,0,1,0,0,0,1,51,46,65,60,62,69,2
0,35,0,0,0,1,0,0,0,0,0,46,42,64,30,51,46,1
820,79,1,1,0,0,1,0,1,0,1,54,54,49,54,55,52,5
0,52,0,1,0,1,0,0,0,0,1,33,42,44,55,51,55,10
1270,99,1,0,1,0,1,0,0,0,1,66,63,66,63,67,64,3
0,45,0,1,0,1,0,0,0,0,1,50,60,44,53,60,47,5
0,72,0,1,0,0,0,0,0,0,1,43,43,51,47,46,54,2
0,67,0,0,0,1,0,0,0,0,1,54,57,65,62,64,47,3
0,9,0,1,0,1,0,0,1,0,0,44,45,51,51,35,50,2
0,61,0,1,0,1,0,0,0,0,1,51,48,45,57,46,56,3
0,52,0,0,1,0,1,0,0,0,0,64,57,65,56,62,61,2
780,87,1,0,0,0,0,0,0,0,1,54,52,58,47,55,68,1
1130,96,1,1,0,1,0,0,0,0,0,64,60,55,53,64,54,1
660,51,1,0,0,0,1,0,0,0,1,44,48,54,49,53,55,2
1210,88,1,0,1,0,1,0,0,1,1,71,66,61,61,65,48,1
0,69,0,1,0,1,0,0,0,0,0,51,42,49,42,47,46,9
0,88,0,1,0,0,1,0,0,0,1,66,66,65,60,65,60,2
0,60,0,0,0,0,0,0,0,0,0,46,46,38,51,42,53,2
0,25,0,0,0,0,0,0,0,0,1,44,48,43,52,55,47,7
0,7,0,1,0,1,0,0,0,0,0,61,49,41,55,46,53,3
0,92,0,0,0,0,0,0,0,0,0,54,54,47,60,64,49,4
970,77,1,0,1,0,0,0,0,0,0,54,57,49,54,53,60,5
0,43,0,0,1,0,1,0,0,0,0,37,51,29,38,42,42,0
0,54,0,0,0,1,0,0,0,0,1,49,47,48,51,55,46,7
0,91,0,0,1,0,1,0,0,0,1,49,42,51,54,55,54,1
0,15,0,0,1,0,1,0,0,0,0,46,60,48,36,44,48,1
0,26,0,0,0,0,0,0,0,0,1,44,42,58,55,38,53,2
970,98,1,0,0,0,1,0,0,0,0,60,59,42,57,60,50,3
0,69,0,1,0,1,0,0,0,0,0,49,42,58,44,50,50,1
0,89,0,0,0,0,1,0,0,0,1,55,34,51,53,64,49,5
0,92,0,0,1,1,0,0,0,0,1,62,53,66,59,53,45,6
0,15,0,0,0,0,0,0,0,0,0,29,51,34,26,51,31,2
1320,95,1,0,1,0,1,0,0,0,1,66,69,62,63,64,55,1
0,92,0,1,0,1,0,0,0,0,1,56,44,54,52,56,52,2
0,28,0,1,0,0,0,0,0,0,1,49,54,58,59,58,61,5
1170,63,1,0,0,0,0,0,0,0,0,71,72,60,61,65,60,4
0,70,0,1,0,1,0,0,0,0,1,34,34,48,61,44,52,5
980,87,1,1,0,1,0,0,0,0,1,45,64,65,53,53,53,2
0,32,0,0,0,1,0,0,0,0,1,48,48,40,54,60,46,3
1220,90,1,0,1,0,1,0,0,0,0,59,69,60,60,65,51,2
0,77,0,0,1,0,1,0,0,0,0,66,63,65,62,62,55,8
1040,92,1,0,1,0,1,0,0,0,1,59,63,64,60,57,52,1
0,51,0,0,0,0,1,0,0,0,0,64,51,43,57,60,53,1
990,46,1,0,1,0,1,0,0,0,1,59,72,42,56,42,48,2
0,68,0,0,0,0,0,0,0,0,0,68,60,45,54,55,70,4
